Hour,Month,WindSpeed,WindDir,Rain,Power
6,3,2.2,NE,0,21.3
15,10,1.8,NNE,0,5.7
19,8,0.4,WSW,0,30.1
16,7,0.4,SE,0,2
21,7,3.6,NE,0,108.7
10,11,1.3,SE,0,1.8
8,5,0.4,WSW,0,10.8
10,1,3.1,ENE,0,16.2
13,6,2.7,NNW,0,77.6
16,3,2.2,WSW,0,48
1,7,0,NE,0,-0.3
14,5,0.4,W,0.2,39.4
2,4,3.6,ENE,0,53
18,2,1.8,SSE,0,28.8
20,5,0.4,NW,0,1
15,6,2.2,WNW,0,36.8
4,2,1.3,E,0,18.4
21,4,2.2,NE,0,47.8
10,7,5.8,WNW,0,1.1
2,7,5.4,NE,0,86.7
5,3,4,ENE,0,96
7,10,1.8,SE,0,45.4
3,6,0.9,NW,0,5.2
23,8,0,ESE,0,38.5
19,9,3.6,NNE,0,108.8
15,10,1.8,SSE,0,37.5
8,3,2.2,ENE,0,77.2
4,4,0,---,0,39
3,3,0,---,0,105.4
17,7,1.3,NW,0,54.2
14,1,2.2,W,0,18.1
3,8,0.4,WSW,0,0
6,11,0.9,SW,0,107.8
23,10,0.9,SE,0,14.5
18,9,1.8,NNE,0,32.2
4,7,0.9,E,0,95.7
3,7,0,---,0,6.8
22,12,0,---,0,79.6
20,6,0.9,NE,0,19.2
11,6,2.7,NNE,0,55.6
20,3,0.4,SSE,0,16.6
7,2,1.3,ENE,0,28.8
18,2,0.9,SSE,0,2.9
3,11,0,---,0,30.5
12,8,0.4,WSW,0,0
8,7,0.9,WNW,0,14.1
23,7,0,---,0,3.9
15,6,0,---,0,3.4
19,5,0,WSW,0,103.4
14,1,2.2,SW,0,87.3
5,11,0.9,ENE,0,42.2
4,9,0,E,0,-0.4
0,9,1.8,NNW,0,41.7
0,10,0,---,0,77.7
19,5,0,S,0,82
15,3,0,---,0,10.9
4,12,0,---,0,1.8
18,10,3.6,NW,0,99.6
7,9,2.2,NE,0,42.3
4,1,3.6,NE,0,78.7
20,9,3.6,NNE,0,108.6
13,6,4,NW,0,34.7
11,6,0,---,0,1
23,4,0,W,0,11.1
23,11,1.8,E,0,76.4
2,11,1.3,NNE,0,25.7
10,1,4,NE,0,35.7
22,12,0,---,0,29.5
7,7,3.6,NNW,0,73.1
10,4,4.5,ENE,0,95.9
22,1,0,SE,0,62
10,5,5.4,NW,0,39.8
3,11,2.7,NW,0,94.2
23,7,1.8,ENE,0,47
5,7,0,---,0,4.7
9,1,1.3,SSE,0,4.5
0,7,2.7,NNW,0,67.5
21,2,0.4,SSE,0,14.2
13,10,0,---,0,79.8
23,6,3.6,NE,0,63.3
21,1,2.2,SE,0,87.6
2,2,3.6,ENE,0,59.8
6,2,0,---,0,77.8
17,6,1.8,NNE,0,79.7
15,7,0.9,E,0,4.5
23,7,0.4,ENE,0,-0.1
12,2,1.3,E,0,3.2
7,7,3.1,NE,0,103.4
16,10,4,WNW,0,72.8
22,1,1.8,SSE,0,19.4
12,10,2.7,SSE,0,48
20,6,0,---,0,0.2
1,4,4.5,NE,0,93.1
17,8,0.4,SW,0,27.1
12,7,0.9,WSW,0,18.3
7,11,0.9,SSE,0,28.6
17,3,0,W,0,23.6
8,5,0,NE,0,-0.4
9,6,2.2,NE,0,82.5
21,8,2.2,NNW,0,47.3
21,12,2.2,SSE,0,49.7
20,5,0,---,0,4.5
19,10,0.9,E,0,11.6
4,11,1.8,NE,0,39.7
18,8,0,WSW,0,23.1
17,8,0,SW,0,55.4
0,4,4,NE,0,89.9
18,7,0.4,S,0,6.1
17,2,0.9,NNE,0,6
17,11,0.9,W,0,-0.1
12,2,2.7,WSW,0,57.6
19,2,4,SSE,0,92.8
13,12,1.8,SW,0,88.3
9,3,3.1,NW,0,54.7
12,12,2.2,NE,0,10
13,9,0.9,WSW,0,24.8
1,8,1.3,NW,0,16.9
12,7,0.4,SW,0,40.2
2,10,1.8,NNW,0,39.9
7,1,0.4,E,0,11.6
5,5,1.3,NNW,0,17.4
15,8,0.9,NW,0,-0.7
16,9,1.8,SSE,0,48.5
9,8,0.4,WSW,0,0
5,11,4,ENE,0,72.9
3,8,0,E,0,20.6
20,11,0,---,0,13.1
5,12,0,---,0,100.1
22,4,1.3,E,0,48.2
12,10,3.1,NW,0,43.3
10,3,4,NE,0,44.2
9,4,5.4,ENE,0,104
14,2,0,---,0,4.9
6,5,1.8,NW,0,27.4
3,4,0,NW,0,16.5
12,6,0,---,0,21
13,12,2.2,WNW,0,7.9
18,8,0.4,WSW,0,0
10,10,1.8,SE,0,17.9
10,6,1.8,SSE,0,8.2
22,11,0,SSW,0,39.3
23,3,0,---,0,48.4
9,9,2.7,NW,0,3.7
19,5,0.9,E,0,6.2
20,7,0,ENE,0,-0.3
10,1,2.2,NNE,0,18.1
0,6,0,SE,0,44.7
6,4,0,SSE,0,25.7
9,1,1.3,SSE,0,7.9
19,2,1.3,SW,0,29.5
17,4,0.4,SE,0,0
18,12,0.9,SW,0,11.2
18,2,0,---,0,35.7
1,3,3.1,SSE,0,81.3
8,9,0.4,WSW,0,27.6
15,6,0,---,0,3.4
3,9,0,NNW,0,21.8
7,8,2.2,W,0,106.1
4,12,0,---,0,66.7
2,5,0,---,0,75.3
14,9,0.9,SW,0,17.8
8,2,0,WNW,0,-0.4
22,12,0.4,S,0,17.8
9,11,3.6,NW,0,19.4
3,11,0.9,SSE,0,84.4
21,12,1.3,SSE,0,35.3
13,9,1.8,SW,0,77.9
6,6,0.9,NW,0,23.3
14,7,0.4,WSW,0,0.8
19,11,1.3,SSE,0,0.6
5,5,3.6,NNW,0,89.3
1,1,0.4,E,0,58.8
11,10,0.9,WNW,0,2.7
15,1,3.1,W,0,22.2
2,11,0,SSW,0,7.5
19,2,0,---,0,34.3
20,5,2.2,ENE,0,47.6
1,4,2.7,NE,0,88.6
0,3,2.2,WSW,0,88.8
22,1,0.9,SE,0,88.3
11,7,0.4,SW,0,30.2
7,10,0,---,0,62.1
17,1,1.3,WSW,0,76.3
16,2,2.2,SW,0,88
20,1,1.8,ENE,0,16.1
12,5,1.8,SSE,0,9.7
21,6,3.1,NNW,0,57.6
22,10,0,NNE,0,9.5
9,4,1.8,NW,0,15.1
12,11,1.3,NE,0,2.2
10,3,1.3,WSW,0,25
6,6,0,---,0,23.5
20,4,4,NE,0,97.2
5,8,0,---,0,22.5
21,3,0,---,0,42.1
3,11,0.4,E,0,14.3
9,4,1.3,SE,0,12.3
5,10,0.4,NNE,0,3.5
4,6,2.7,NNW,0,52.6
6,11,2.7,NW,0,50.8
5,3,0,ENE,0,5.9
7,5,0.4,WSW,0,56.8
19,1,1.8,SW,0,104.5
6,7,0.4,ENE,0,12
0,5,0.4,WSW,0,19.3
19,6,1.3,WNW,0,15.9
11,7,0,SSE,0,0.2
4,12,1.8,ENE,0,44.2
17,3,1.3,SW,0,33.7
18,7,1.3,SW,0,90.5
12,12,2.7,WNW,0,17.6
9,9,2.2,N,0,32.8
14,11,1.3,SW,0,39.9
4,4,1.8,NE,0,28.4
16,9,0.4,WSW,0,-0.2
6,8,1.3,NW,0,30.6
11,6,0,---,0,5.7
7,1,4.5,ENE,0,75.2
16,6,0,W,0,3.3
14,11,2.7,SSE,0,88.6
10,8,2.7,SW,0,108.3
6,8,3.1,NNW,0,108.6
15,11,2.7,WSW,0,41
23,9,0.4,SE,0,34.3
4,8,1.3,WSW,0,106.3
16,5,0.4,WSW,0,24.2
11,2,2.7,NW,0,3.5
15,11,0.9,WNW,0,7.316
8,5,0.9,NNE,0,13.5
13,4,1.3,SW,0,26.8
9,2,0,---,0,20.8
9,11,4.9,W,0,82.7
13,6,4,W,0,76.7
2,1,0,NE,0,14.8
18,5,0,NNE,0,-0.8
18,10,0.9,W,0,0
19,8,3.1,WSW,0,108.8
5,3,0,---,0,80.6
20,12,1.8,SE,0,45.9
11,2,0.9,W,0,8.8
18,11,0.4,WNW,0,2.4
14,7,1.3,WSW,0,97.3
9,3,2.2,NW,0,46.9
0,1,1.3,E,0,35.9
5,2,0,---,0,1.3
18,8,0,WSW,0,39.9
9,10,5.8,NNW,0,74.8
2,1,0,ENE,0,26.5
9,8,2.2,NNE,0,36.4
11,10,1.8,SE,0,11.6
2,10,2.2,ENE,0,45.7
17,4,1.8,SW,0,16.3
7,4,3.6,NE,0,99.8
8,11,0.4,E,0,-0.4
18,11,0.9,W,0,6.9
9,3,1.3,SSE,0,62.9
22,10,0,---,0,3.8
1,12,0,---,0,107.7
19,11,1.3,SSE,0,6.8
3,11,0,E,0,-0.5
1,8,2.2,NNW,0,38.8
2,10,2.7,ENE,0,43.6
10,5,0,---,0,38.6
23,7,2.7,N,0,65.2
14,9,0.4,ENE,0,5.1
22,8,2.7,SW,0,104.8
5,1,1.3,E,0,49.8
19,11,2.2,SSE,0,39.2
13,2,2.7,NE,0,6.1
2,9,0,---,0,34.2
15,2,1.8,SSE,0,16.4
0,2,0.4,SE,0,29.3
2,11,4.5,ENE,0,91.4
23,5,0.9,ENE,0,-0.4
22,3,0.4,E,0,25.6
21,1,0,ESE,0,13.1
19,4,0.4,S,0,18.2
0,11,0.4,W,0,2.5
20,8,0,WSW,0,54.5
18,12,1.3,SW,0,42.4
11,3,2.7,NE,0,30.5
2,5,0.4,WSW,0.2,65.1
8,10,9.4,NE,0,98.8
15,10,1.8,SSE,0,19.1
22,7,4.9,ENE,0,108.8
4,11,0.4,SSE,0,9.7
18,6,2.7,SSE,0,92
23,3,1.3,ENE,0,15.6
22,2,0.9,SE,0,43.2
19,5,2.2,NNW,0,40
11,6,6.3,W,0,70.7
7,12,5.4,NNE,0,85.8
7,1,1.3,E,0,55.3
2,2,3.6,ENE,0,79.9
22,3,0.4,SE,0,23.3
0,4,2.7,E,0,75.3
12,12,4,NW,0,29.6
11,5,3.1,WNW,0,11.4
8,8,2.7,W,0,107.7
4,2,0,---,0,-0.6
2,6,3.1,NE,0,69.7
14,5,2.7,WNW,0,24.8
16,8,0.4,WSW,0,58.6
5,3,4,ENE,0,81.7
15,7,2.2,WSW,0,84.8
14,5,2.2,SW,0,108.7
20,12,2.2,SSE,0.4,37.3
12,12,0.9,SSW,0,14
4,6,0,---,0,102.9
5,8,0.4,ENE,0,10.2
2,1,1.8,NNE,0,68.3
15,4,1.3,ENE,0,-0.7
16,7,0.4,E,0,2.9
0,10,2.2,NNE,0,72
2,4,0.4,S,0,20.8
22,9,0,---,0,20
8,8,3.1,NE,0,63.6
14,2,0,---,0,34.1
17,3,1.8,SW,0,31.1
11,9,2.2,WNW,0,9.7
11,4,2.2,NW,0,2
15,11,1.8,SW,0,53.7
23,10,0,---,0,16.2
23,1,1.8,E,0,23
20,8,1.8,NNW,0,44.9
20,1,0.9,E,0,34.5
19,3,2.2,SSE,0,34.3
23,11,1.3,NE,0.2,21.7
6,12,5.4,ENE,0,89.2
13,7,3.1,NW,0,21.9
23,6,0,---,0,28.2
1,4,2.7,ENE,0,47.3
16,6,0,W,0,2.9
1,8,0.4,WSW,0,0
13,9,5.8,NW,0,67.9
15,5,1.3,SW,0,75
13,5,0.9,WNW,0,0.5
1,11,0,---,0,14.8
0,12,0,---,0,25.6
6,11,0,---,0,11.5
5,4,1.3,NNE,0,22
23,5,0.9,WNW,0.2,2.8
11,3,3.6,SSE,0,101.1
7,10,8.5,NE,0,96.7
18,11,1.3,W,0,29.6
18,8,0,---,0,22.1
8,5,2.2,W,0,59.5
18,12,2.2,NW,0,16.7
16,2,0,---,0,-0.9
15,12,7.6,NW,0,84.3
22,4,2.7,N,0,35
9,2,3.6,NE,0,50.2
1,9,0,---,0,29.6
11,12,2.7,NE,0,17.3
10,12,6.7,NE,0,104.3
6,3,0.4,SSE,0,10.6
2,4,0.4,ENE,0,4.7
3,6,2.7,NE,0,38.1
10,8,0.4,WSW,0,0
14,2,0.9,NW,0,1
22,9,0,SW,0,84.8
21,11,0,ENE,0,0.6
2,8,0.9,SW,0,74.9
11,10,1.8,WNW,0,5.1
7,10,1.8,SE,0,42.1
23,6,0,---,0,28.2
5,11,2.2,NNW,0,32.3
19,6,2.7,NNW,0,71.6
10,8,2.7,W,0,93.6
2,11,0.4,E,0,15.9
5,6,1.3,ENE,0,27.8
2,2,0.9,SE,0,84.2
18,2,2.2,SW,0,91.8
18,12,1.8,SSE,0,17.6
14,3,0,---,0,10.1
8,4,1.8,NW,0,33.3
19,6,2.7,NE,0,70.6
7,5,1.8,WNW,0,31.5
7,4,1.8,N,0,26.2
23,4,1.3,NNE,0,37.5
22,12,0,---,0,94.7
5,4,3.1,NE,0,88.5
0,12,1.3,SE,0,94.2
20,11,4,NE,0,88.9
16,9,1.3,SW,0,84
2,3,0,---,0,82.5
21,10,0.9,SSE,0,17.9
14,8,0.4,WSW,0,1.8
15,2,0,---,0,0.7
23,12,0,---,0,24
15,4,1.3,SSE,0,1.5
5,1,2.7,N,0,90.4
13,4,5.4,NW,0,33.1
20,6,0,NW,0,16.9
23,11,2.2,E,0,91.9
16,10,1.8,SW,0,57.3
4,7,4,W,0,107.6
16,6,1.8,NW,0,16.4
23,7,0.4,WSW,0,17.7
17,8,0.9,NNE,0,15.2
5,4,0,---,0,0.4
0,3,1.3,ENE,0,17.5
17,3,2.2,WNW,0,6.1
8,7,1.3,E,0,33.5
20,7,0.9,E,0,76.9
16,2,0,---,0,18.6
15,9,1.3,SSE,0,16.7
2,8,0,E,0,24.3
16,2,2.7,SW,0,105.7
23,5,0.9,ENE,0,-0.5
18,12,1.8,SSE,0,21.8
2,2,3.1,ENE,0,66.2
7,4,0,---,0,0.1
9,11,4.9,W,0,82.7
16,7,1.8,N,0,26.6
20,11,0.4,SSE,0,14.8
6,1,4.5,ENE,0,87.4
20,2,1.8,SW,0,94.6
7,6,0,---,0,15.8
12,2,0,---,0,72.4
6,9,0,---,0,9.2
14,2,1.8,SW,0,22.2
8,10,2.2,N,0,25.6
23,9,0,---,0,33.2
23,1,1.3,ENE,0,14
2,1,0,---,0,6.7
12,6,2.2,SSE,0,39.5
19,6,1.3,ENE,0,17.1
18,10,1.8,SW,0,89.6
22,12,0,---,0,77
15,5,0.9,SE,0,0.7
0,1,2.2,NE,0,23.5
13,8,4.9,NW,0,95.6
8,7,1.3,SW,0,62.5
9,5,1.8,NE,0,45
12,3,0,---,0,65.1
2,4,2.7,N,0,60.5
6,1,0.4,ESE,0,36.9
16,5,6.7,NW,0,85.1
19,2,1.3,SW,0,40.3
5,12,0,---,0,34.7
7,5,0.4,NNW,0,13.4
0,2,0.9,SE,0,48.1
11,2,0.9,SSE,0,1.5
16,12,1.8,SW,0,59.2
12,1,2.2,WSW,0,46.4
7,7,3.1,NNW,0,102.2
5,12,0,---,0,78.7
5,4,0,ENE,0,0.8
5,1,3.6,ENE,0,73.7
13,2,0.4,WNW,0,0.6
11,8,0.4,WSW,0,0
19,2,0,---,0,2.6
23,1,0.4,SE,0,77.8
12,7,0.9,W,0,0.4
20,3,1.3,S,0,50.4
12,10,6.7,WNW,0,82.6
1,7,3.1,W,0,72.7
20,10,0.9,SE,0,14
19,5,1.3,W,0,86.9
3,7,1.8,E,0,43.2
4,1,0,NNE,0,-0.4
14,8,0.4,WSW,0,1.8
18,7,0.4,NNE,0,4.6
3,2,1.3,SSE,0,4.9
11,5,0.4,ENE,0,0.1
9,8,0.4,WSW,0,0
14,10,0.9,W,0,8.4
14,5,0.9,NE,0,-0.3
14,3,0.9,ENE,0,1.1
17,6,0,SW,0,30.6
2,7,1.3,SW,0,91.6
2,10,2.7,NNE,0,67.6
3,10,2.2,NNW,0,56.3
19,8,3.1,SW,0,77.8
8,12,1.3,E,0,4.2
2,10,3.6,NE,0,108.6
12,11,1.3,SW,0,73.7
15,10,0.4,ENE,0,4.1
13,4,1.3,S,0,36.6
2,7,0,---,0,4.9
20,11,0,SE,0,2.2
1,7,0.4,NE,0,1.9
15,12,1.3,SW,0,39.4
8,2,0,---,0,108.8
5,5,0.4,ENE,0,2.2
8,5,0,NE,0,-0.6
1,8,0.4,WSW,0,61.7
22,2,0.9,WSW,0,92.8
22,7,1.8,NNW,0,32.8
4,11,4,ENE,0,85
1,10,2.2,NNE,0,71.4
14,2,1.8,SSE,0,13.4
2,5,0.4,NE,0,-0.6
12,4,0.9,WSW,0,0.1
4,7,3.1,NE,0,108.6
10,6,2.7,WNW,0,14.8
2,1,0,E,0,12.4
19,9,2.2,NW,0,61.8
10,8,0.4,WSW,0,0
12,11,3.1,SW,0,106.4
20,5,0.9,W,0.2,65.8
23,7,3.6,N,0,82.4
11,5,4,W,0,61.1
21,2,2.2,SSE,0,55.9
14,1,1.3,E,0,1.2
18,9,1.3,NW,0,76.2
1,10,0,---,0,58.1
12,11,0.9,WSW,0,1.8
16,9,0.4,SE,0,0.7
11,4,3.6,NE,0,79.3
4,12,0.9,ESE,0,36.3
5,11,3.6,NE,0,95.8
20,5,0,SSE,0,21.7
3,1,0.4,ESE,0,2.7
12,10,0.9,NW,0,1.1
14,1,1.8,NNE,0,2.4
0,7,2.2,E,0,78.3
3,6,0.4,NE,0,7.2
18,11,0.9,NE,0,2.5
14,3,2.2,WSW,0,82.5
17,12,0.9,WSW,0,18.4
10,4,6.7,NW,0,64.9
18,12,1.3,SE,0,4.7
11,8,0.4,WSW,0,0
17,11,5.4,W,0,107.7
12,6,1.8,WNW,0,6.1
13,5,2.7,NW,0,13
10,7,2.2,W,0,70.2
13,8,5.4,W,0,109
3,11,0.9,SE,0,22.8
9,8,0.4,WSW,0,0
16,1,2.2,SW,0,95.7
0,3,2.2,NW,0,25.8
3,9,0,---,0,-0.4
3,5,0.4,NE,0,20.9
0,11,2.7,NE,0,77.7
1,1,4.5,ENE,0,98.5
10,10,1.3,SW,0,35
15,12,0.4,SSE,0,-0.4
9,12,4.5,ENE,0,58.8
6,10,3.6,NNE,0,77.8
14,2,0.9,SE,0,1.6
21,5,0,---,0,4.5
7,8,0.4,WSW,0,0
16,5,0.9,SW,0,2.3
4,4,2.2,ENE,0,3.7
9,2,3.1,ENE,0,41.6
23,12,0.9,SE,0,54.9
15,4,2.7,NW,0,13.8
19,5,1.8,NNW,0,13.2
19,5,0,W,0,9.9
3,1,3.6,E,0,90.1
18,7,0,NE,0,1.3
10,6,3.1,NNW,0,40.1
15,5,2.2,W,0,17
19,4,4.9,ENE,0,97.2
14,5,5.4,WNW,0,97.9
4,11,0.9,ENE,0,39.2
8,8,0.4,WSW,0,0
21,6,0.9,WNW,0,20.7
19,5,0.9,E,0,6.2
1,9,2.7,NNW,0,73.8
6,1,2.7,E,0,52.3
12,7,3.1,W,0,71.8
11,10,1.3,SE,0,12
13,4,1.3,SE,0,21.5
14,4,7.2,NW,0,108
9,2,0.4,NNW,0,-0.8
22,5,3.1,NE,0,81.6
0,7,1.8,NNW,0,57.1
7,7,0.4,NNW,0,4.5
21,6,0.9,SE,0,29
18,6,2.7,NNE,0,64.6
14,6,1.8,W,0,26
21,12,0.9,SSE,0,17.5
20,12,3.6,SSE,0,107.8
12,2,0,---,0,22.6
10,8,0.4,WSW,0,91.1
18,5,2.2,NW,0,49.2
16,8,0.9,S,0,6.3
3,1,0.9,E,0,3.5
2,2,0,---,0,76.7
4,7,0.4,ENE,0,-0.5
8,12,0,---,0,35.9
20,5,1.3,E,0,20.8
22,9,0,---,0,62.8
14,1,1.3,WNW,0,3.1
1,3,0,---,0,0.5
20,7,3.6,N,0.4,69.1
14,6,2.2,NNE,0,63.7
22,12,2.2,SSE,0,47.2
16,10,1.8,NNE,0,12.1
14,2,3.1,SW,0,100.3
23,2,0.9,SW,0,67.8
2,8,2.2,NNW,0,43.9
8,12,2.2,E,0,70.4
6,7,2.7,NNW,0,71.3
2,10,1.3,E,0,33.8
5,4,1.3,ENE,0,15.8
20,12,0.4,SSE,0,6
14,2,0.9,SW,0,23.8
15,5,2.2,SSE,0.2,88.9
1,6,5.8,N,0,76.6
10,5,3.6,NW,0,21.7
6,6,0,---,0,23.5
10,9,1.3,WSW,0,22.8
10,4,0.9,WSW,0,-0.6
9,11,4,ENE,0,56.2
20,12,1.3,E,0,58.2
1,5,0,S,0,6.2
11,10,2.7,SE,0,34.2
1,12,0,---,0,15.6
2,11,2.2,NW,0,72
21,9,1.3,NNW,0,23
7,9,0,WNW,0,3.6
15,6,0.4,WSW,0,17.5
22,7,3.1,W,0,77.3
10,2,1.8,NNW,0,8.4
0,6,0.4,S,0,11
14,5,2.2,W,0,61.2
12,3,0,---,0,6.5
23,6,0,NW,0,31.9
11,6,2.7,WNW,0,23.7
11,6,0,---,0,15.1
13,5,2.2,WSW,0,59.2
10,5,1.3,SSE,0,4.8
19,3,2.2,SW,0,102.6
9,8,1.8,NE,0,9.5
7,3,4,ENE,0,80.4
21,10,4.5,NE,0,108.8
13,10,4.9,NW,0,63.2
4,3,0,---,0,74.1
1,1,1.3,SSE,0,12.6
11,3,3.1,SSE,0,104
23,10,2.7,NNE,0,81.5
4,4,2.7,NNE,0,71.8
23,2,0,---,0,100.5
16,3,1.8,SSE,0,43.3
6,6,0.9,NW,0,23.3
12,11,0.9,WSW,0,12.6
23,12,0,---,0,32.1
17,12,0.9,E,0,0.9
21,3,0.4,WSW,0,14.5
23,4,0.9,SE,0,31.6
10,2,1.3,SSE,0,3.9
10,4,2.7,NNE,0,66.8
10,12,2.7,NNE,0,49.4
0,1,1.8,SSE,0,24.1
2,8,2.7,WSW,0,108.9
14,10,2.2,SSE,0,35.3
1,4,2.7,ENE,0,47.3
18,1,1.3,SSE,0,9.8
15,3,1.8,WSW,0,20.7
23,5,0,WSW,0,18.4
22,12,0.4,SSE,0,7.5
11,8,2.7,NNW,0,17.1
5,6,0,---,0,104.6
14,6,2.7,W,0,79
18,12,1.3,WSW,0,12.4
15,12,1.3,SW,0,27.8
8,2,1.8,NE,0,19.6
0,10,1.3,SSE,0,26.8
6,2,0,---,0,23.1
9,12,1.8,NE,0,69.2
11,11,1.8,NE,0,9
20,7,0,WSW,0,5.7
14,8,0.4,WSW,0,0
17,1,3.1,WSW,0,100.2
11,6,1.3,WNW,0,2.9
12,11,1.3,SSE,0,20
23,8,2.7,NE,0,85.2
4,11,0.9,NE,0,4.1
8,11,2.7,NNW,0,24.6
13,11,2.2,WNW,0,13.7
4,8,0.4,WSW,0,0
22,2,1.8,E,0,63.8
1,4,0,S,0,3.9
2,10,2.7,ENE,0,43.6
9,11,4.5,W,0,101
20,9,0,NE,0,1.8
23,7,3.1,NNW,0,62.1
23,7,0,---,0,2.1
11,1,3.1,NE,0,23.5
18,4,1.8,E,0,14.7
19,4,0,S,0,24.8
0,1,0.9,SSE,0,37.1
11,2,2.2,NE,0,6.5
4,4,1.8,NE,0,83.9
23,9,1.8,SW,0,86.8
20,2,1.8,ESE,0,53
16,1,2.2,SW,0,94.7
19,8,2.2,SW,0,85.6
19,7,2.2,ENE,0,40
20,4,0,SSE,0,3.9
1,12,0,---,0,97.4
14,2,1.8,NE,0,4.1
9,1,3.6,NNE,0,61.3
0,5,0,SSE,0,22.8
9,7,3.1,NE,0,106.5
23,9,3.6,NNW,0,78.7
18,4,0.9,SW,0,47.7
9,6,1.3,NNW,0,2.5
10,4,2.2,W,0,57.2
0,9,2.7,NNW,0,77.6
14,3,0.9,NW,0,5.7
14,11,2.2,SW,0,65.4
1,7,3.6,NNW,0,71.3
17,6,0,---,0,-0.5
12,9,1.3,SW,0,36.8
10,12,1.3,E,0,5.1
1,6,0.4,S,0.2,63.4
16,3,1.3,SW,0,60.9
22,10,0.9,SE,0,25.7
6,5,0,WSW,0,52.9
3,8,0.4,E,0,30
7,4,2.7,NE,0,52.4
10,5,1.8,SSE,0,38.6
1,4,0.9,E,0,19.9
3,6,0.4,NNW,0,6.9
11,1,1.8,NNW,0,13.4
12,4,9.4,NW,0,86.3
18,4,1.8,SSE,0,18
8,7,0.4,NNE,0,7.9
15,5,0,---,0,3.2
16,3,2.2,SSE,0,12.9
15,8,3.6,WNW,0,50.1
21,7,1.3,NNW,0,16.3
17,4,1.3,NNE,0,16.6
22,6,3.6,NNE,0,105.6
17,7,0.9,NE,0,13.6
6,11,3.6,NE,0,71.9
15,4,1.8,NE,0,19.7
17,7,0,S,0,14.8
4,1,4.5,ENE,0,80.8
5,1,4.9,ENE,0,95.7
22,6,2.7,ENE,0,40.6
23,3,0,SE,0,3.5
19,11,1.3,SW,0,92.5
11,5,2.2,W,0,29.6
16,1,2.2,SW,0,82.6
15,4,5.4,WNW,0,92.4
10,2,5.4,ENE,0,71
23,10,2.7,NNE,0,94.7
1,2,1.3,E,0,61.1
12,6,5.4,NNW,0,69.5
7,7,2.2,NW,0,53.5
9,7,3.6,NNW,0,76.3
4,8,0.4,WSW,0,0
0,11,2.7,NE,0,68.3
1,6,3.6,ENE,0,47.6
