Hour,Month,WindSpeed,WindDir,Rain,Power
13,7,1.3,ENE,0,6.5
0,12,0,---,0,103.4
8,5,1.3,WNW,0,12.5
15,10,0.9,WSW,0,85.9
11,7,1.3,WNW,0,12.1
11,7,0.9,SW,0,48
14,8,3.1,SSE,0,107.7
4,6,1.8,ENE,0,10.7
21,2,2.7,E,0,75.8
10,11,1.3,SW,0,20.5
22,6,0.9,WSW,0,73.6
7,7,0.9,NW,0,8.4
10,7,4,W,0,74.4
2,11,0.4,NE,0,16.7
22,5,0,SSW,0,6.2
22,5,1.3,WSW,0,107.1
15,6,0,---,0,4.1
8,4,3.1,N,0,86.9
4,5,0,WNW,0,19
17,1,1.8,SW,0,54.3
15,9,6.7,NW,0,68.8
2,4,0,ENE,0,1.8
12,5,1.3,WSW,0,-0.6
16,11,2.7,SW,0,86.8
4,8,1.8,WSW,0,107.8
8,2,3.6,NE,0,53.4
16,6,1.8,NW,0,17.8
14,5,1.8,NW,0,7.9
3,8,4,NE,0,87.6
21,2,1.3,S,0,38.8
5,12,0,---,0,40.7
2,3,1.8,NNW,0,8.6
17,11,2.2,WNW,0,20.5
0,5,0,WSW,0,6.9
23,4,1.3,ENE,0,46.2
9,6,3.1,WNW,0,65.8
12,8,0.4,WSW,0,0
5,3,0,---,0,67.7
4,11,1.8,NE,0,20.7
13,1,1.8,WSW,0,39.8
16,11,1.8,SW,0,47.9
19,8,2.2,NNE,0,55.1
12,7,0.4,WSW,0,8.9
16,8,2.2,SE,0,38.5
6,9,0.4,ENE,0,-0.4
3,10,0.4,ENE,0,30.8
8,12,2.2,SSE,0,47
7,11,1.3,NNE,0,21.1
17,1,1.8,SW,0,49.4
9,12,3.1,ENE,0,25.6
21,1,0.9,ENE,0,2
17,8,0.4,WSW,0,0
5,11,1.8,W,0,22
5,1,1.8,ENE,0,37.1
9,3,1.3,SE,0,16.5
12,11,1.3,SSE,0,4.3
17,8,1.8,NW,0,4.4
8,7,0,---,0,0.7
9,3,2.7,NE,0,26.7
5,1,4.9,ENE,0,97
22,2,1.8,SSE,0,35.6
18,11,0.4,W,0,-0.7
8,2,0.9,SW,0.2,66.9
6,9,0.4,WSW,0.2,21.4
15,3,2.7,SW,0,79.5
6,9,0,---,0,29.9
23,11,0.4,SSE,0,67.2
10,9,1.3,E,0,13.7
10,3,0,---,0,30
11,7,3.1,W,0,92.5
16,7,1.3,ENE,0,21.2
21,10,1.3,NE,0,36.2
10,5,1.8,SSE,0,8.2
20,7,2.2,NE,0,81.5
8,2,3.1,SSE,0,70
13,12,1.8,SW,0,21.5
1,7,1.3,ENE,0,19.6
17,12,1.3,E,0,-0.6
22,11,3.1,W,0,104.3
10,10,3.1,SSE,0,71.7
13,9,3.6,SW,0,80.7
1,5,0.9,ENE,0,-0.4
22,7,1.8,SW,0.4,94.8
5,5,3.1,WNW,0,88.8
0,2,0,---,0,107.3
10,6,1.3,SSE,0,17.1
0,4,0,---,0,3.8
18,4,0,W,0,0.9
22,4,0,S,0,62.9
10,9,1.3,SW,0,46.7
5,3,0,---,0,74.4
15,8,1.8,NNE,0,2
2,11,2.7,NNW,0,65.8
19,2,1.3,SW,0,38.8
18,4,1.8,E,0,19.9
15,5,1.3,SSE,0,1
22,9,1.8,NNW,0,53.3
21,10,0.4,SE,0,26.2
14,8,0.4,W,0,-0.6
1,8,0,---,0,29.8
12,6,2.2,SSE,0,64.2
19,5,2.2,NNW,0,40.2
23,4,2.2,E,0,50.8
7,1,0.4,NW,0,14.1
4,11,2.7,NW,0,50.6
9,1,2.7,NE,0,16.8
13,3,1.8,WNW,0,4
14,5,0.4,SW,0,12.9
6,6,0,ENE,0,-0.4
20,4,4,NE,0,97.2
4,2,1.8,NE,0,66.8
6,6,0,---,0,37.3
9,8,0.4,WSW,0,48.7
1,2,0.9,S,0,34.1
8,2,5.4,ENE,0,100.2
10,3,0.9,SE,0,26.9
9,6,0.9,WNW,0,10.6
13,8,1.3,SW,0,61.2
9,4,0,SW,0,0
1,2,0,---,0,4.7
15,11,1.3,SE,0,12.076
9,12,3.1,SSE,0,68.8
12,6,0.9,W,0,-0.2
0,4,4.5,NE,0,94.9
5,3,0,NE,0,1.1
3,6,0.4,WNW,0,38.5
2,1,3.1,ENE,0,87.3
17,10,6.7,WNW,0,77.8
12,4,5.4,NW,0,87.1
0,1,2.2,ENE,0,53
4,1,4,ENE,0,51.9
9,3,2.7,NW,0,6.3
3,6,4.9,N,0,77.7
10,6,1.8,E,0,38.7
0,11,2.7,NE,0,77.7
16,7,1.3,NW,0,24.2
12,6,0.9,WNW,0,0.4
8,1,5.4,ENE,0,84.6
4,1,0,NNE,0,-0.4
5,11,1.8,NNE,0,32.6
21,8,1.3,ENE,0,3.1
23,12,0,---,0,105.4
23,12,1.8,SSE,0,48.4
21,1,1.3,SSE,0,37
21,11,0.9,E,0,16.2
18,4,3.1,W,0,78.3
19,7,0.4,E,0,21
16,4,0.9,WNW,0,-0.7
23,1,0.9,E,0,71.5
4,10,2.7,NE,0,19.7
16,3,3.1,SSE,0,57.2
2,11,0.9,E,0,15
22,2,1.3,SW,0,45.5
16,8,0.9,NNW,0,21.3
7,4,1.3,E,0,21.9
9,4,2.7,NE,0,17.9
8,6,0.9,SE,0,11.6
6,7,2.2,ENE,0,44.9
0,5,0,---,0,19.9
2,3,4,E,0,108.1
11,12,3.6,WNW,0,93.8
21,8,0.4,E,0,25.7
14,8,1.3,W,0,11.7
21,6,1.3,S,0,79.7
8,3,3.6,ENE,0,56.6
6,11,1.3,NE,0,24.2
6,6,2.2,NE,0,69.4
11,10,1.8,SSE,0,23.3
2,9,1.3,ENE,0,2
20,9,0,NE,0,0.2
5,4,3.6,ENE,0,54
0,8,0.4,WSW,0,0
12,11,1.3,SW,0,36.8
2,6,2.2,ENE,0,48.6
3,3,0,---,0,105.4
10,5,3.1,NNE,0,64.4
14,6,1.8,E,0,8.6
12,9,1.3,W,0,12
12,8,1.3,W,0,0
5,3,0.4,ENE,0,-0.7
11,7,1.3,WSW,0,54.2
18,8,0.9,WSW,0,92.3
16,10,4,WNW,0,72.8
23,4,1.3,ENE,0,42.3
6,10,0.9,SW,0,82.6
20,2,1.8,SSE,0,42.7
0,7,2.2,NNW,0,62.2
10,11,2.2,NW,0,2.1
12,6,2.2,W,0,36.6
4,5,3.1,SW,0,85.3
10,2,3.1,NNW,0,21.8
21,10,1.3,E,0,28.1
0,7,0,---,0,37.1
17,7,0.9,WSW,0,88.6
20,4,0,---,0,11.2
22,8,0.9,NE,0,9.6
15,11,1.3,E,0,14.4
20,4,2.7,NNW,0,43.6
3,3,0,S,0,11.3
12,8,1.3,WNW,0,11.2
1,12,0,---,0,21.9
19,3,2.2,SSE,0,34.3
18,9,0,ENE,0,4.9
6,9,0.9,NE,0,1.4
4,5,2.2,NNW,0,92.1
15,2,0,---,0,18.9
14,5,2.2,NW,0,2.6
1,12,0,---,0,107.6
7,5,2.2,ENE,0,48
11,6,0.9,WSW,0,13.5
8,11,1.8,SW,0.6,81.7
3,1,1.8,E,0,46.1
18,8,1.3,SW,0,89.3
17,6,0.4,NW,0,16.5
5,7,0.9,WSW,0,46
6,9,0,---,0,102
12,1,2.7,W,0,57
22,11,2.2,SSE,0,77.4
15,7,2.7,NNE,0,64.4
5,7,2.7,NW,0,53.5
23,7,3.6,NE,0,104.6
17,10,0,---,0,6.9
8,4,0,NE,0,65.6
5,5,1.8,NW,0,18.9
8,3,2.7,NE,0,23.6
7,4,3.6,N,0,78.2
5,1,0.4,SE,0,29.7
11,5,2.7,SW,0,77.7
21,10,1.3,SW,0,86.7
3,12,0,---,0,20.3
9,2,1.3,WNW,0,7.6
20,7,0,---,0,29.5
19,1,2.2,SSE,0,40.6
7,6,3.6,NW,0,77.7
15,4,1.8,NE,0,18.6
1,10,3.6,ENE,0,82.7
5,1,1.8,ENE,0,37.1
14,11,3.6,SW,0,83.8
15,7,0.9,SSE,0,2.9
20,11,0,SE,0,1.6
10,6,2.2,NNW,0.2,2.6
16,1,2.7,SSE,0,28.3
0,1,1.3,NE,0,27.1
15,10,0.9,ENE,0,1.1
19,1,3.1,SSE,0,50.4
11,4,2.2,W,0,59.7
4,2,0,---,0,97.8
19,3,1.3,SW,0,8.1
17,7,0,---,0,11.9
23,2,0,---,0,60.5
8,10,1.3,NE,0,22
4,1,3.1,ENE,0,45.2
12,7,4.5,NW,0,63.1
19,8,0.4,ESE,0,31.4
20,6,0.9,SSE,0,60.7
19,2,2.2,SW,0,107.1
13,9,0,---,0,0.2
15,7,1.8,E,0,31.4
16,10,0.9,WSW,0,-0.6
21,2,1.3,SW,0,85.7
12,6,1.8,SE,0,32.2
4,6,0,---,0,18.2
16,1,1.8,S,0,46.6
0,8,0.4,WSW,0,0
12,2,0.9,SSE,0,1.2
3,11,1.8,NE,0,17.8
11,7,2.2,NW,0,3.5
4,3,0,---,0,65.8
1,5,0.9,W,0,25.9
23,8,1.8,SW,0,108.9
19,2,1.3,E,0,59.7
8,8,3.6,NNW,0,92.8
2,9,4,NNW,0,80.7
18,5,0.9,ENE,0,-0.7
8,6,2.2,NNW,0,69.2
13,1,1.8,W,0,7.3
19,8,2.7,NNW,0,34
0,7,2.7,ENE,0,108.8
20,10,0.4,SE,0,41.9
14,12,1.3,NNW,0,0
9,8,0.4,SW,0,21
14,10,1.3,NNW,0,5.7
7,9,0,SSE,0,4
23,2,0.9,ENE,0,13
10,9,0,---,0,7.4
4,11,1.3,E,0,40.3
3,7,0,---,0,92.9
23,2,0,SSE,0,13.7
0,8,0.4,ESE,0,49.2
12,11,2.2,NW,0,14.4
5,11,0.9,NE,0,11.7
6,10,0.9,SW,0,82.6
13,4,0.9,E,0,-0.2
18,4,1.8,SSE,0,20.5
2,6,2.2,NE,0,41.9
20,6,0.9,WNW,0,16.6
8,9,1.8,NW,0,6.1
0,11,2.2,NE,0,21.1
6,5,0.9,ENE,0,14.7
20,11,0.4,SSW,0,75.7
18,3,0.4,E,0,6.3
11,3,2.2,WNW,0,40.4
19,10,4,NW,0,51.1
19,5,1.3,SSE,0,26.3
16,8,0.9,WSW,0,60.5
13,7,1.8,WSW,0,46.1
5,10,3.1,ENE,0,20.8
12,10,5.8,WNW,0,82.5
19,2,1.8,ESE,0,51.6
23,11,0.4,E,0,30.3
7,5,3.6,NNW,0,108.9
13,9,1.3,W,0,12.2
5,5,0.4,SW,0,16.8
18,1,1.3,SE,0,32.2
16,1,2.2,SW,0,79.1
18,12,0.9,SW,0,41.4
0,10,0.4,ENE,0,4.2
7,12,0.9,E,0,31.8
16,3,2.2,SW,0,95
20,8,0.9,SSE,0,32.1
9,4,0.4,ENE,0,-0.2
8,2,1.3,SE,0,18.3
20,11,0.4,ENE,0,4.2
4,9,3.1,E,0,108.7
20,8,0.4,WSW,0,48.2
8,11,4,NNE,0,87.9
14,3,1.8,SW,0,44.5
18,9,1.3,NNE,0,44.4
4,6,5.8,NNE,0,79.2
2,6,2.2,NE,0,83.3
5,8,0.4,WSW,0,0
1,3,0.4,ENE,0,2.1
17,2,0.9,SSE,0,-0.3
23,4,1.8,E,0,108.8
19,11,0,---,0,28.6
12,11,3.1,WSW,0,85.8
14,11,1.8,WSW,0,22.4
11,8,1.8,WSW,0,79.4
16,9,0.9,SW,0,61.3
19,4,0,---,0,21.4
17,10,3.1,SW,0,80.8
17,6,1.3,SE,0,19.7
12,6,0.9,NNE,0,51.7
15,7,1.8,E,0,31.4
18,10,0.9,SSE,0,-0.5
7,2,3.6,ENE,0,104.2
12,10,3.1,NW,0,43.3
18,9,0,NNE,0,2
13,5,0.9,ENE,0,0.6
12,6,3.1,NNE,0,94.3
4,6,0.4,NE,0,-0.5
18,11,1.8,SW,0,57.7
4,1,3.6,ENE,0,88.5
0,12,0,---,0,24.7
0,5,0.4,WSW,0,54.1
13,3,1.8,WNW,0,4
23,1,0.4,E,0,57.8
8,1,0.9,SE,0,29
8,10,4,ENE,0,72
23,12,0.9,SE,0,39.2
13,4,5.4,WNW,0,74.7
12,4,4,NNE,0,61.5
7,11,0.4,NE,0,7.7
13,12,1.3,NW,0,7.7
17,2,2.7,SSE,0,52.4
6,9,0,ENE,0,-0.3
10,12,2.2,ENE,0,6.6
2,10,0.4,NE,0,29.5
2,4,0.4,ENE,0,4.7
1,5,0,S,0,6.9
19,11,0,NW,0,78.9
20,6,0.4,NE,0,-0.5
16,1,2.2,SW,0,92.5
14,4,8.5,WNW,0,103.5
21,8,0.4,WSW,0,0
13,2,0,---,0,7.7
21,2,0.4,S,0,21.1
9,8,0.4,WSW,0,0
22,5,4,NW,0,103.5
7,4,3.1,NNE,0,105.8
15,7,2.2,NNE,0,51.2
5,10,2.7,NNE,0,92.9
7,2,0.9,E,0,86
17,3,2.7,SW,0,108.7
13,9,1.3,W,0,11.3
18,9,0,SSE,0,23.3
9,10,1.3,WNW,0,1.6
5,11,0.9,NNW,0,6.3
4,5,0,SW,0,0
17,8,2.2,NNW,0,73.7
14,7,4,NW,0,63.6
22,4,0,S,0,16.1
16,2,0,---,0,24.5
20,1,2.7,SSE,0,73.1
21,1,1.8,SE,0,45.7
9,12,1.8,NE,0,65.9
15,4,0.4,NNW,0,-0.1
3,11,4.5,WNW,0,88.1
9,5,0.9,NE,0,51.6
23,10,1.3,SSW,0,105.6
21,11,0,SE,0,7.6
14,2,0,---,0,42
16,10,1.8,NNE,0,12
5,10,1.3,E,0,36.8
11,3,1.3,SSE,0,39.5
18,3,0,---,0.2,49.6
4,12,0,---,0,28.7
4,7,2.7,WNW,0,79.5
19,1,0.4,WSW,0,1.9
14,3,1.8,W,0,5.1
12,10,1.3,SW,0,45.5
13,4,0.9,W,0,-0.7
3,7,5.8,NE,0,84.8
3,9,0,WSW,0,75.3
21,9,0.4,E,0,-0.5
0,3,3.6,SSE,0,108.7
20,10,0.4,SSE,0,9.6
23,5,0,ENE,0,-0.4
23,2,2.2,SSE,0,64.2
21,7,2.2,SW,0.2,74.9
14,6,3.1,W,0,73.8
0,4,0.4,ESE,0,28.4
20,12,3.6,SSE,0,107.8
12,11,1.8,SSE,0,14.7
19,12,2.7,SSE,0,46.4
22,9,1.3,ENE,0,50.5
2,4,0,S,0,59.1
1,1,1.3,SE,0,20.7
18,5,0,ENE,0,-0.1
7,12,0,---,0,26.5
1,7,0,---,0,41.7
5,12,0,---,0,39.5
2,9,0,---,0,84.4
8,11,1.8,SSE,0,16.6
5,8,0.4,WSW,0,0
14,12,1.8,NW,0,1.2
14,10,2.2,NW,0,6
12,10,0.9,ENE,0,0.5
23,5,0.4,W,0,47.3
22,11,0.4,SSE,0,54.1
6,3,4,ENE,0,77.5
4,2,0.4,SW,0,84.8
17,3,1.8,SW,0,53.4
21,5,0.4,NNE,0,1.7
6,12,0,---,0,66.7
5,8,0.4,S,0,80.6
20,2,0.4,SSE,0,14.9
11,2,1.3,WSW,0.2,50.2
15,7,0.4,SW,0,25.6
22,5,2.7,NNW,0,86.3
23,5,0.4,ESE,0,21.3
15,4,0.9,W,0,0.5
1,10,0,NNW,0,8.4
19,7,3.1,W,0,108.8
13,10,1.8,SW,0,76.8
17,2,0,---,0,19.7
12,5,0.4,WSW,0,-0.5
2,10,5.4,NE,0,108.8
19,12,3.6,NW,0.2,101.7
16,8,0.9,NW,0,1.3
23,12,2.7,SE,0,97.5
13,4,1.3,SW,0,18.3
0,2,0.9,SSE,0,43.6
20,1,2.2,SSE,0,74.6
21,11,0.9,SSE,0,12.2
12,11,1.8,SW,0,69.6
18,3,2.2,SSE,0,34.4
23,8,1.8,SW,0,93.4
8,1,4.5,NE,0,86.4
9,12,0.9,ENE,0,2.5
10,7,1.3,SE,0,12.8
14,4,5.8,NW,0,68.6
16,8,3.6,NNW,0,72.2
10,6,2.7,NNE,0,58.4
19,2,1.8,SW,0,29.5
14,12,1.8,SW,0,73.8
21,1,2.2,SSE,0,40.1
23,2,0.4,SE,0,30.6
3,6,0.4,NW,0,4.8
0,8,0.4,WSW,0,0
2,5,0,---,0,19.6
14,3,2.7,SW,0,102.8
5,5,0,SW,0,29.6
14,4,1.3,W,0,2.2
20,6,0,---,0,-0.4
2,11,0,E,0,-0.4
10,10,1.3,SE,0,17.5
1,5,0,---,0,51.1
10,11,2.7,SSE,0,61.9
3,9,0,---,0,-0.4
6,4,0.4,SSE,0,42.4
18,1,4.5,SSE,0,107.9
10,10,0,---,0,16.6
15,3,0.9,SE,0,2.7
13,12,2.2,ENE,0,2.2
13,11,3.1,NW,0,21.1
10,10,2.2,NNW,0,14.5
20,1,1.8,SE,0,41.3
8,10,0,---,0,53.7
0,7,2.7,W,0,74.9
11,5,1.8,W,0.2,64.2
4,5,0,ENE,0,3.1
16,10,2.2,SSE,0,64.6
10,11,3.1,SSE,0,53.3
23,8,0.4,WSW,0,0
0,6,5.8,NNW,0,71.5
15,8,0.4,WSW,0,0
6,5,1.3,NW,0,48.2
10,10,4,NNW,0,50.8
13,12,1.3,SW,0,26.4
17,7,0.4,S,0,0.3
21,5,0,SSE,0,4.8
18,4,1.3,E,0,11.1
17,11,2.2,SW,0,75.7
19,11,0.9,SW,0,72.7
3,6,1.3,NNW,0,15.2
6,3,2.7,ENE,0,63.2
11,3,1.8,SSE,0,11.5
15,1,2.2,SW,0,65.6
15,1,2.7,SW,0,93.2
19,1,3.1,SSE,0,50.4
6,12,4,ENE,0,81
20,5,1.3,NW,0,31.5
20,7,1.8,NE,0.2,75.3
11,8,4,W,0,108.7
8,11,2.2,NE,0,23.6
9,6,1.8,NE,0,75.4
3,2,0.4,SSE,0,4.5
22,9,0.4,ESE,0,36.9
5,1,3.1,ENE,0,73.4
2,4,2.7,N,0,58.3
18,9,4.5,NW,0,89.1
11,3,3.6,NE,0,25.6
3,10,1.3,ENE,0,21.8
4,1,0.9,NE,0,32
18,9,0.4,ENE,0,0.6
18,4,1.3,S,0,16.9
20,12,2.7,SSE,0,98.3
8,6,0,SSE,0,20.7
20,8,0.4,WSW,0,38.6
17,2,2.2,SW,0,91.7
16,1,1.3,W,0,1.7
13,2,0,---,0,2.3
15,7,2.7,NNE,0,46.2
17,1,1.3,SW,0,24.9
23,8,0,ENE,0,60.1
9,5,5.4,NE,0,89.6
11,2,0,---,0,12.4
19,4,0,S,0,30.1
4,2,0,---,0,88
23,4,1.8,ENE,0,42.2
4,12,0,---,0,28
23,6,5.4,NNW,0,73
16,10,1.3,SW,0,15.4
2,4,0,---,0,4
0,1,0.9,SE,0,44.5
5,12,0,---,0,10.8
9,8,0.4,SW,0,41
11,3,1.8,WSW,0,34.2
7,1,4.9,ENE,0,98.9
0,9,0,---,0,31.4
17,5,0.4,ENE,0,2.9
23,10,0,---,0,76.8
12,6,0,---,0,19.3
18,10,4,WNW,0,74
15,2,2.7,SSE,0,33.3
16,10,1.8,SW,0,50.1
0,1,2.2,NE,0,23.5
18,1,4.5,SSE,0,81.4
22,4,0.9,ESE,0,54.7
17,8,0.4,SE,0,6.7
6,5,3.1,WSW,0,108.6
22,12,0,---,0,62.6
14,11,1.3,SW,0,4.92
1,10,0,WSW,0,0.9
4,12,0,---,0,86.8
18,6,2.2,NW,0,69.8
10,5,0.9,WSW,1,91.5
14,5,4.9,W,0,99.7
7,6,0.9,NNE,0,6.9
20,4,0,SE,0,10.9
2,1,0,NNE,0,29.2
13,2,2.2,SE,0,31.2
21,11,1.3,SE,0,35.2
18,5,0.4,W,0,41.5
0,11,2.2,NNW,0,55.7
22,4,3.1,N,0,85.8
3,6,0.4,NNE,0,5.3
12,10,2.7,NE,0,22.4
17,3,0,---,0,1.7
7,12,4.5,ENE,0,90.2
11,8,4.5,W,0,107.4
12,1,2.2,WSW,0,39
13,11,1.8,WSW,0,22.5
0,7,3.6,W,0,72.5
20,2,3.6,SSE,0,80.1
5,2,3.1,E,0,81.4
21,3,0.4,NE,0,7.3
16,8,0.9,SW,0,35.4
16,12,1.8,SE,0,55
12,9,1.3,SW,0,36.8
0,3,3.1,SSE,0,82.1
17,9,0.9,SW,0,53.3
18,7,0,NE,0,1.3
7,4,2.2,ENE,0,33
0,11,0,---,0,12.1
11,1,2.2,NE,0,15.2
9,9,0,---,0,84.1
6,7,1.3,SSE,0,14.6
17,9,5.8,NW,0,84.8
22,4,3.1,ENE,0,35.6
6,5,0,---,0,3.5
22,2,0.9,SE,0,30.2
8,9,1.8,WNW,0,19.8
22,6,0,W,0,31.5
16,11,1.8,W,0,80.8
15,7,1.3,SE,0,5.1
17,9,0.4,WSW,0,22.8
20,4,2.7,E,0,63.9
8,11,3.6,NNE,0,73
17,6,0.4,ENE,0,-0.1
7,8,2.2,W,0,106.7
4,2,0,---,0,36.8
16,3,2.7,SE,0,55.8
17,9,4.9,NW,0,92.7
22,12,0,---,0,2.7
6,12,0,---,0,31.3
2,4,1.8,SSE,0,49.5
17,1,1.3,SE,0,4
10,6,1.8,SE,0,33.5
22,8,0.9,N,0,18.2
15,9,0,---,0,29.5
9,2,1.8,SE,0,18.6
19,2,1.3,SW,0,33.5
13,2,2.2,SE,0,31.2
1,8,0,---,0,29.8
18,5,0.4,ENE,0,-0.7
17,7,2.7,NNW,0,61.6
14,3,0,---,0,41.7
0,8,0.4,WSW,0,0
10,9,5.8,NW,0,74.8
1,10,3.6,NE,0,91.5
3,5,5.4,ENE,0,93.3
7,4,0.4,SE,0,25.1
14,8,0.4,WSW,0,36.8
19,1,3.1,SSE,0,90.6
4,4,3.1,NNE,0,75.7
22,5,1.8,NNW,0,24.4
20,12,0,---,0,67.1
12,10,1.8,SW,0,58.5
3,8,0.9,NW,0,36.1
0,11,0,W,0,1
7,5,0.4,ENE,0,3.5
2,12,3.6,ENE,0,59.6
4,6,0.9,N,0,13.6
23,9,0.9,ENE,0,-0.7
1,11,2.2,W,0,107.8
23,5,4,ENE,0,83.1
4,6,0,E,0,5.1
22,10,1.3,SSE,0,83.8
8,3,0,S,0,6.9
1,5,0.4,SW,0,54.2
5,7,1.8,NW,0,39.3
21,5,0.4,SSE,0,19.2
15,9,1.3,WNW,0,0.1
12,10,2.7,SSE,0,48.8
23,6,2.2,NNW,0,50.7
12,5,1.8,W,0,14.1
18,9,0.4,WNW,0,5.5
14,12,1.3,SW,0,23.1
6,6,0.4,E,0,3
21,11,0,---,0,21.1
20,9,1.3,NNE,0,48.9
21,11,0.4,E,0,5.2
20,11,1.8,W,0,93.5
13,5,0,---,0,5.9
6,8,1.8,NNW,0,19
5,11,0,---,0,18.1
21,4,2.2,NE,0,46.7
23,8,0,E,0,23.8
13,12,1.8,SSE,0,24.9
18,6,0,SW,0,16.3
16,1,1.8,WSW,0,46.5
4,12,0,---,0,101.5
17,5,1.8,W,0,71.4
13,7,4,NW,0,71.4
17,10,1.3,SW,0,42.3
18,9,0,E,0,0.5
4,2,0.9,SSE,0,55.8
1,5,2.2,ENE,0,52.5
5,9,0.9,NE,0,-0.2
10,10,6.3,N,0,81.8
13,2,0,---,0,3.6
1,12,3.1,NE,0,69.7
1,6,0,E,0,8.9
1,6,0.9,SE,0,60.1
23,1,1.3,E,0,106.4
0,8,0.4,WSW,0,69.9
16,10,2.2,SE,0,43.4
22,12,0.9,E,0,9.2
7,2,0.9,E,0,86
12,7,4.5,W,0,75.1
0,6,0,SSE,0,71.2
14,1,2.2,SW,0,50.6
22,9,0.4,SW,0,92.6
22,2,3.1,E,0,75.3
9,10,0.4,NE,0,-0.7
4,6,2.7,NE,0,46.8
16,8,2.7,NW,0,37.5
23,6,0.9,ENE,0,47.2
2,5,0.4,NE,0,-0.3
11,9,0,---,0,7.6
9,12,2.2,ENE,0,21.8
3,3,3.6,E,0,96.7
11,2,2.2,NE,0,1.4
23,3,1.3,NE,0,17.9
5,8,1.3,NW,0,29
15,6,3.1,NNW,0,44.9
20,12,4.5,SSE,0,101.5
22,7,2.2,SW,0.4,95.7
6,8,0.4,WSW,0,0
18,6,1.3,SW,0,64.3
13,3,1.3,WNW,0,3.3
17,8,0.4,WSW,0,5.9
15,8,3.1,NW,0,70.2
7,1,4.5,ENE,0,101.9
22,7,0,ENE,0,-0.4
22,6,0.9,ENE,0,26.1
17,4,2.2,NNE,0,43.7
21,10,0,---,0,96.3
14,12,2.7,SSE,0,85.7
13,9,0,---,0,-0.1
20,2,0.4,SE,0,0.8
16,11,0.9,W,0,4
14,12,5.4,NW,0,67.5
8,1,1.3,NNE,0,10.9
1,3,0,---,0,37.1
9,3,5.4,ENE,0,77.7
6,5,0,---,0,20.7
15,3,0,---,0,6.3
21,9,1.8,SW,0,74.1
12,3,0,---,0,19.5
22,3,0.4,E,0,25.6
18,11,1.8,SSE,0,34.7
9,10,2.7,NNW,0,33.4
2,7,2.2,NW,0,63.9
4,9,0.4,NE,0,5.8
1,11,2.2,NE,0,30.4
11,3,2.2,WNW,0,2.4
