Hour,Month,WindSpeed,WindDir,Rain,Power
23,9,0,---,0,33.2
23,10,1.8,SSE,0,71.8
9,7,0,WNW,0,4.7
18,10,0,---,0,8.6
17,8,0.4,WSW,0,5.9
21,7,0,NE,0,4.3
10,1,1.3,ESE,0,10.7
17,7,1.8,NW,0,18.4
0,4,1.3,SE,0,44.2
1,4,2.7,NE,0,64
12,10,1.3,SE,0,18.2
14,1,1.8,W,0,33.4
8,5,0.9,NW,0,7.2
16,12,1.8,WSW,0,17.8
21,1,1.8,E,0,101.9
16,1,1.3,E,0,5.3
14,12,2.7,SSE,0,107.8
15,6,3.1,W,0,72
3,5,1.3,W,0,72.5
17,10,4,NNE,0,88.4
15,4,2.7,NW,0,13.8
5,12,0.9,SE,0,38.2
11,8,5.4,NW,0,86
11,12,0.9,NE,0,0.6
2,2,0.4,S,0,22.8
7,6,1.8,WNW,0,105.7
21,2,0,SSE,0,22.3
16,4,1.8,SE,0,18.1
15,6,3.6,WNW,0,41.3
9,12,2.7,SSE,0,36.1
4,3,0.4,WSW,0,48.4
6,5,3.1,N,0,77.6
17,3,0,---,0,1.4
0,8,0,W,0,1.4
7,8,0,ENE,0,44.4
5,8,0.4,WSW,0,70.1
15,2,2.7,SSE,0,27.5
14,4,0.9,W,0,-0.7
4,11,0,SSE,0,46.1
7,7,0,---,0,42.7
1,10,3.6,NNE,0,101.8
18,1,0.4,WSW,0,-0.8
3,8,0,WSW,0,41.8
22,12,0,---,0,20.8
12,11,0,---,0,15.8
11,9,0,---,0,-0.7
22,8,3.6,SW,0,108.5
7,2,2.7,NE,0,11.9
9,11,1.3,SSE,0,9
14,12,1.3,E,0,0.3
7,3,1.8,WSW,0,77.3
9,8,1.3,SSE,0,44.4
1,6,3.6,NE,0,84.7
22,12,0,---,0,36.8
3,5,0,---,0,41
10,3,2.2,NE,0,16.1
21,5,0,---,0,3.4
15,11,0.9,W,0,2.1
0,9,0.4,ENE,0,11.8
4,9,1.3,NE,0,0.8
8,1,3.6,NNW,0,66.4
23,5,0,SSW,0,10.6
10,3,0,---,0,10.2
18,8,0.9,WSW,0,64.4
17,11,0.9,SW,0,8.8
8,5,2.2,NE,0,70.6
20,11,1.3,SE,0,41.5
19,2,1.8,SE,0,25.2
21,7,0.4,SW,0,96.5
5,12,4.9,ENE,0,95
14,11,2.7,SW,0,82.8
12,9,2.2,SSE,0,35.4
3,10,0.9,E,0,40.4
0,5,0.9,NW,0,19.8
10,7,1.3,SE,0,19.7
23,7,0,---,0,1.3
12,2,4,SW,0,99.6
12,8,0.4,WSW,0,0
3,5,0.9,WNW,0,26.5
8,1,3.1,NE,0,26.9
3,3,0,SW,0,1.5
18,11,3.6,W,0,62
0,6,0.4,WNW,0,57.9
8,7,4.5,NNW,0,71
4,11,1.3,ENE,0,38.7
12,1,2.7,SSE,0,71.7
22,1,0.9,SE,0,70.2
5,11,0.9,SSE,0,25
22,1,1.8,E,0,52.2
14,7,2.2,W,0,78.8
9,7,0.4,WSW,0,34.4
15,5,0.4,E,0,-0.4
17,7,0,ENE,0,10.6
23,11,1.3,NNW,0,52.8
1,10,2.7,E,0,94.1
10,1,1.3,SE,0,2
13,10,4.5,NW,0,66.3
11,2,0,---,0,91.9
0,4,3.1,NE,0,75
4,6,0,---,0,108.6
11,1,2.7,ENE,0,26.1
21,4,0.4,E,0,13.9
6,7,1.8,NW,0,63.5
0,8,1.3,SW,0,108.9
9,5,1.8,SW,0,96.6
21,8,0.4,SSE,0,42.2
1,10,1.8,SSE,0,33.7
8,8,3.1,NE,0,84.1
13,3,1.8,WSW,0,24.2
21,3,0,---,0,70.1
10,12,2.7,ENE,0,20.4
14,11,4,WSW,0,94.8
18,3,2.7,SW,0,95.2
19,1,2.7,SSE,0,46.8
19,3,0,---,0,3.1
2,8,2.7,WSW,0,87.7
23,4,1.8,ENE,0,42.2
1,9,0.9,ENE,0,-0.6
13,7,2.2,WSW,0,72.3
13,6,1.8,WNW,0,-0.6
14,9,1.8,SW,0,74.9
10,8,0.4,WSW,0,16.4
3,12,0,---,0,0.8
11,7,1.8,E,0,66.6
8,6,1.8,NNW,0,21.3
0,1,1.8,NE,0,27.5
10,4,0.9,WSW,0,-0.6
4,10,0.4,SW,0,7.7
14,1,3.1,W,0,31.3
11,5,2.7,SW,0,77.7
18,11,0.4,W,0,-0.8
14,1,2.2,SW,0,67.5
9,10,2.2,NNW,0,23.6
9,8,1.3,WSW,0,71.5
22,2,0,---,0,23.1
21,12,0,---,0,61.1
10,7,0.9,WNW,0,1.9
21,11,1.3,E,0,21
4,12,0,---,0,6.1
9,1,3.6,ENE,0,51.8
4,5,0.4,SW,0,49.8
9,3,0,---,0,58.5
3,6,2.7,NE,0,37.4
6,11,0.9,NW,0,5.8
21,5,1.3,WNW,0,30
7,5,0.9,NW,0,10.5
11,8,1.8,SW,0,57.6
21,6,1.3,ENE,0,14
23,12,0,---,0,72.9
13,7,2.2,WSW,0,72.7
10,6,1.8,NNE,0,72.3
20,11,0,SE,0,2.2
20,10,0.4,NE,0,9.3
13,12,1.8,SSE,0,23.7
14,3,1.8,SW,0,82.2
13,10,1.8,W,0,12.8
11,12,4.5,NW,0,38.8
12,11,2.2,W,0,59.6
9,10,4.5,NE,0,108.9
5,12,0,WSW,0,19.2
22,2,3.1,E,0,88.7
22,7,0.4,NW,0,13.6
4,6,1.8,ENE,0,10.7
23,8,2.2,WSW,0,108.8
20,6,2.2,NW,0,32.1
5,11,0.9,SSE,0,12.2
8,1,2.2,SSE,0,32.9
10,2,1.3,SE,0,13.5
15,3,1.8,SW,0,83
18,11,1.8,SSE,0,18.8
1,6,4.5,NNW,0,83.1
17,3,0.9,SE,0,2.9
10,2,0.4,WSW,0,-0.2
10,4,2.2,SSE,0,61.7
4,11,2.2,NNW,0,33.5
6,1,2.7,E,0,97.2
5,1,3.6,NE,0,78.8
9,3,0,---,0,95.5
18,12,2.2,SSE,0,15.3
5,11,0,---,0,12.1
3,9,0,---,0,-0.4
3,10,2.2,ENE,0,23.9
19,12,4.5,SSE,0,105
9,6,1.8,E,0,46.2
23,2,0,---,0,58.3
17,9,2.7,SSW,0,77.8
0,12,0,---,0,23.3
0,7,3.1,NNW,0,76.9
19,8,0,NE,0,-0.4
5,6,2.7,NE,0,68.4
10,11,1.3,WSW,0,25.6
17,10,2.7,SE,0,38.2
14,4,8,WNW,0,106.4
5,5,2.2,NE,0,43.4
1,5,1.8,WSW,0,91.3
14,9,1.8,SW,0,80.8
18,5,0,SSE,0,14.8
21,3,0.9,N,0,34.3
15,10,2.2,NW,0,3.4
3,5,4,WNW,0,89.2
4,5,0.9,W,0,82.7
10,10,4.9,NNW,0,83.5
8,11,2.2,NW,0,12.1
7,4,1.3,NNE,0,24.4
2,12,1.3,E,0,58.4
18,11,1.3,SW,0,17.6
5,2,2.7,ENE,0,13.6
7,9,0.4,W,0,40.6
20,6,0.4,NE,0,-0.5
3,5,2.7,NW,0,80
17,3,1.8,SW,0,83.9
23,1,0,SE,0,9.4
19,1,2.2,SW,0,99.8
11,10,2.7,N,0,83.6
6,9,0,---,0,9.2
23,11,0.9,NE,0,40.7
7,12,0,---,0,70.6
13,11,3.6,WNW,0,13.4
0,12,0,---,0,107.7
23,2,0,---,0,68.2
9,11,3.6,NNE,0,62.6
10,10,3.6,NW,0,60.8
8,3,3.1,NE,0,27.7
20,7,0.9,ENE,0,5.8
19,3,2.2,E,0,75.2
13,3,0,---,0,62.1
5,2,0,E,0,51.8
1,6,0.4,NNW,0,2.2
16,7,0,WSW,0,2.6
20,5,0.4,SSE,0,16.9
13,7,6.7,W,0,0
5,1,4,ENE,0,61.9
22,9,0.4,SW,0,74.1
10,4,1.3,E,0,28.4
6,8,0.4,WSW,0,0
14,4,0.9,S,0,-0.2
12,7,0.4,WSW,0,4.9
16,9,1.8,SW,0,91.1
3,3,0.4,SSE,0,14.8
7,6,0.4,W,0.8,39.3
15,3,2.2,SW,0,102.9
10,7,2.7,NW,0,7.9
17,2,1.3,SW,0,31.4
2,8,0.9,ENE,0,1.6
16,11,2.7,SW,0,90.7
5,11,5.4,ENE,0,92.4
17,8,0.9,SW,0,27.6
21,9,1.8,N,0,54.2
12,4,0.4,NE,0,-0.7
19,4,1.8,NNE,0,21.1
22,10,1.8,SSE,0,98
2,11,2.2,ENE,0,53
10,8,3.1,NE,0,0
22,5,0,S,0,44.4
13,3,0,---,0,59.8
16,4,2.7,WSW,0,98
14,11,0,---,0,4.328
20,5,1.8,ENE,0,27.8
10,2,4.9,ENE,0,55.8
1,10,2.2,SE,0,40.2
18,5,0,---,0,40.2
3,5,0,---,0,55.5
1,8,0.4,WSW,0,0
4,3,0,---,0,60.1
20,4,1.3,SE,0,21.8
5,6,1.3,ENE,0,23.8
5,4,2.2,NE,0,17.4
13,6,4,NW,0,42.4
1,7,0.9,ENE,0,31.6
14,9,6.3,NW,0,66.9
8,1,3.1,ENE,0,37.5
23,10,0.4,SSE,0,33.2
2,6,0,W,0,37.4
7,2,0,---,0,71.2
20,10,1.3,SE,0,11.1
9,10,1.8,SSE,0,86.7
23,11,0,E,0,8.3
15,5,2.2,SW,0,97.1
18,2,0.9,NW,0,1.5
9,12,3.1,E,0,53
11,4,2.7,NNE,0,34
17,11,2.7,SW,0,74.7
11,6,0,---,0,15.1
8,9,0.9,WSW,0,10
11,11,3.6,NNW,0,12.9
1,12,0,---,0,46.5
4,6,2.7,NW,0,82.4
2,3,0,SW,0,20.4
14,8,0.4,W,0,-0.6
15,7,1.8,SSE,0,25.7
22,2,0,SSE,0,21.7
22,5,0,WSW,0,1
4,1,2.2,E,0,101.5
22,2,1.8,SSE,0,94.6
16,8,3.1,W,0,78.7
12,3,0.9,NW,0,-0.5
21,2,0,SSE,0,22.3
20,1,0.9,S,0,24.7
22,8,0.9,NE,0,9.1
19,11,2.2,SSE,0,42
23,1,3.1,E,0,94.2
0,8,1.8,ENE,0,34
16,2,1.8,E,0,4.7
12,6,0.9,WNW,0,-0.3
7,11,1.3,NNE,0,21.1
16,1,1.3,SE,0,19.7
22,5,0,WSW,0,26.6
0,1,1.8,SSE,0,9.6
3,4,0,WSW,0,2.7
19,1,0,E,0,-0.6
23,1,0,ENE,0,105.4
19,1,1.3,SW,0,28.7
21,1,0.4,SE,0,14.1
23,8,0,E,0,23.8
19,10,0.4,SSE,0,6.1
21,1,2.2,NE,0,33
4,12,0,---,0,101.6
9,11,0.9,SW,0,61.9
15,2,2.2,WSW,0,21.8
23,10,0,---,0,87
6,9,0,SSE,0,3.6
6,9,0,---,0,16.2
12,2,1.3,E,0,9.8
10,12,2.2,NE,0,4.3
20,8,0.9,E,0,31.8
12,1,2.2,NE,0,0.6
21,12,0,---,0,28.8
6,10,3.6,NNW,0,85.5
1,5,1.3,WSW,0,91.4
15,1,1.8,SSE,0,19.7
4,4,0,---,0,40.2
6,12,5.4,ENE,0,91.4
22,11,2.2,NNE,0.4,0.7
13,5,1.3,SSE,0,13.8
13,5,7.6,WNW,0,108.7
3,3,1.8,SSE,0,94.8
3,7,5.8,NE,0,83.3
13,5,2.2,W,0,20.7
5,3,4.9,ENE,0,92.1
13,8,1.8,NW,0,5.3
23,8,0,---,0,21
14,2,0,---,0,12.5
7,5,2.2,WNW,0,92.6
13,10,8,NW,0,108.7
21,7,2.2,W,0,24.8
13,4,1.8,WSW,0,-0.1
1,3,0,---,0,42.9
16,4,4.9,W,0,88.1
13,12,2.2,SW,0,91.8
23,9,2.2,NE,0,52.4
6,2,2.2,NNE,0,68.6
17,8,0.4,SE,0,33.2
6,1,2.7,ENE,0,56.8
4,5,0.4,SE,0,11.7
8,11,0.4,SW,0,45.4
1,12,0,---,0,4.4
13,1,2.7,SSE,0,21.7
1,2,0.4,NE,0,56.3
11,12,1.8,WNW,0,1.1
6,4,0.4,ENE,0,11.5
22,1,1.8,ENE,0,5.5
8,11,0,WNW,0,-0.6
5,7,1.3,NE,0,9.6
9,3,1.3,SE,0,16.5
9,12,4,NE,0,32.7
16,6,7.6,NW,0,72.7
13,11,3.1,SW,0,98.7
5,8,2.2,WSW,0.2,84.3
8,8,0.4,WSW,0,0
13,3,2.2,WNW,0,3.4
4,1,2.7,ENE,0,49.6
22,1,0.9,E,0,13.3
12,10,2.2,SSE,0,46.6
17,10,0.4,WNW,0,-0.2
17,12,0.9,SSE,0,1.7
1,11,2.7,E,0,83.9
8,1,3.6,NE,0,49.1
18,1,1.3,SW,0,33.7
11,3,1.8,W,0,13.9
15,12,0.9,W,0,-0.4
3,3,1.3,NNE,0,26.2
22,5,4,NW,0,103.9
9,6,1.8,SSE,0,36.2
3,6,0,---,0,24.8
20,7,3.1,ENE,0,84.1
12,5,2.2,N,0,33.6
18,6,2.2,N,0,56.9
20,11,0.4,SSE,0,33.9
2,6,1.3,NNW,0,18.8
5,1,3.1,E,0,68.7
10,12,0.9,E,0,1.8
15,9,3.1,NE,0,43
9,6,0,---,0,9.4
16,6,1.8,NE,0,0
22,8,0,---,0,0
22,3,0,---,0,29.9
20,9,3.1,NW,0,91.6
1,7,0,---,0,29.1
21,8,4.5,N,0,97
1,2,0,---,0,93.6
18,10,0,SSE,0,1.1
7,12,0,---,0,40
23,11,0.9,E,0,9
14,8,1.3,W,0,11.7
2,4,2.7,ENE,0,46.5
12,7,3.6,NNE,0,74.6
9,4,1.3,E,0,16.5
6,4,3.6,NE,0,51.8
22,4,4.9,NE,0,93.8
20,7,1.3,WSW,0,94.4
13,10,4.9,WNW,0,93.9
14,5,5.4,WNW,0,97.9
9,8,1.3,SE,0,29.2
14,8,3.1,WSW,0,109
23,1,0.4,ENE,0,59.6
13,5,0.9,WSW,0,8.6
15,5,0.9,NW,0,4.6
4,12,0,---,0,98.6
9,6,2.2,ENE,0,9.6
15,3,2.2,SW,0,54.2
1,8,0.4,WSW,0,0
18,11,1.3,SSE,0,20.9
5,5,0.9,ENE,0,7.7
13,12,2.7,SW,0,0.1
2,3,0,---,0,58.6
12,1,2.7,W,0,47.9
21,7,0.4,E,0,48.4
5,6,0.4,SSE,0,5.2
8,5,1.8,NE,0,19.5
17,2,0.9,SE,0,0.5
13,12,8,NW,0,94.4
8,11,3.1,NE,0,51.5
0,9,0,---,0,34.8
1,5,0,---,0,48.9
17,2,1.8,SSE,0,12.7
0,7,0,---,0,5
23,11,0.4,SW,0,24.6
18,8,0.4,WSW,0,0
13,10,1.3,SW,0,33.4
2,8,2.7,NNW,0,56.5
15,5,0.9,W,0,36.2
1,4,0.9,SW,0,41.4
11,7,4,NW,0,64
2,6,2.7,ENE,0,45.8
20,9,0.9,ENE,0,47
1,3,0,---,0,26.8
7,1,3.6,ENE,0,45.7
17,10,0.9,NNW,0,-0.9
6,1,1.8,SSE,0,57.3
5,5,1.3,NNW,0,48.8
6,5,0,WSW,0,-0.5
4,2,0.4,E,0,34.4
15,4,3.6,SSE,0,78.3
13,12,4.9,WNW,0,69.2
4,2,5.8,E,0,94.1
2,8,0.4,WSW,0,0
12,11,1.3,SSE,0,20.8
10,11,1.3,SW,0,32
14,1,1.8,SE,0,15
23,8,0.4,WSW,0,73.3
2,5,0,---,0,76.2
18,9,0.4,WSW,0,43
20,11,0.4,SW,0,71.5
23,5,3.1,NW,0,41.2
1,3,0,---,0,36.6
14,4,2.2,SSE,0,14
0,8,1.3,ENE,0,20.8
6,3,0,---,0,-0.7
17,5,1.3,WSW,0,46.4
21,5,0.9,SW,0,71.5
16,9,2.2,SW,0,75.7
21,10,0,NW,0,19.9
2,2,0,---,0,74.3
19,7,0.4,E,0,17.8
15,10,0,---,0,1.6
20,10,0.4,ENE,0,2.8
6,12,0,---,0,82.9
13,11,3.1,SW,0,83.8
8,11,1.3,SSE,0,45.4
9,6,0,---,0,9.2
15,10,1.3,SSW,0,72.2
13,12,1.8,SE,0,13.7
6,10,0,---,0,58.4
14,6,0.9,W,0,11.7
15,8,0.4,W,0,0
18,9,0.4,SW,0,77.8
12,10,0,---,0,84.8
23,4,4,N,0,103.4
8,11,2.7,W,0,102.8
16,3,1.3,SW,0,60.9
7,10,2.2,NE,0,19.6
12,9,6.3,NW,0,74.8
23,7,0,ENE,0,10.4
4,6,0.9,NW,0,25.3
7,6,0,ENE,0,-0.3
4,3,1.3,WNW,0,17.6
9,10,1.8,SW,0,41.1
18,5,0.9,SW,0,108.5
9,9,0,---,0,84.1
6,2,1.8,ENE,0,59.4
21,5,0.9,SE,0,20.6
21,4,2.2,NE,0,44.6
7,3,0,NE,0,-0.7
8,4,0.4,SE,0,9.8
15,5,2.2,NW,0,3.4
6,8,0,---,0,24.3
4,6,0.9,NNW,0,13.8
6,9,2.7,NNW,0,52
19,9,1.3,ENE,0,44.8
9,8,0.4,E,0,13.4
21,9,1.8,N,0,14.8
1,1,1.8,NE,0,32.2
12,3,0,---,0,6.2
22,7,1.8,WSW,0,84.3
10,10,3.1,ENE,0,46.4
18,10,2.2,SSE,0,49.7
18,10,1.8,SSE,0,91.1
22,1,0,SE,0,21.8
21,7,1.3,NE,0,11.8
4,12,2.7,E,0,12.3
1,3,1.3,NNW,0,6.7
5,6,1.3,NNW,0,107.8
15,8,1.8,WSW,0,74.1
17,3,0,---,0,2.9
12,1,0.9,ENE,0,1.1
8,9,4.5,NNW,0,76.1
1,10,3.1,NE,0,81.5
23,1,2.2,SSE,0,53.7
14,11,1.8,E,0,13.5
18,3,1.8,SSE,0,16.2
17,11,2.2,SW,0,65.3
8,11,1.3,SSE,0,20.4
18,12,1.3,SW,0,38.5
7,12,3.6,NE,0,34
9,7,1.8,E,0,31.1
23,3,0.9,SW,0,79.6
12,3,2.2,SSE,0,56.9
7,11,1.3,NW,0,24.6
16,5,2.2,NW,0,4.1
3,3,1.3,SW,0,81.6
5,1,1.8,E,0,87.6
17,3,0,---,0,2.9
7,11,0.4,NW,0,34.3
16,10,2.7,SSE,0,41.4
20,11,0,SE,0,-0.3
19,3,0.4,NW,0,1.9
16,12,1.8,SW,0,49.1
20,4,2.7,ENE,0,32.6
21,1,0.4,SSE,0,80.1
19,8,0,SW,0,93.3
6,7,3.1,NNW,0,0.2
21,8,0.4,SW,0,70.5
18,7,0.4,E,0,8.4
20,3,0,---,0,38.4
13,2,0.9,WSW,0,18.5
3,12,0,---,0,86.7
3,10,1.8,SSE,0,71.3
16,4,1.8,SSE,0,3.8
20,11,1.3,S,0,82
2,4,2.7,NE,0,69.7
4,3,2.7,ENE,0,45.8
15,6,4,NW,0,34.9
17,10,2.2,SSE,0,25.8
10,10,0,---,0,73.7
12,5,0.9,E,0,-0.4
0,1,3.1,ENE,0,74.7
13,11,1.8,NNE,0.4,101.5
11,5,0.4,SW,0,8.7
17,6,0,---,0,-0.2
19,3,1.3,S,0,13.6
15,12,2.2,SSE,0,45.3
20,10,1.3,SW,0,66.3
4,1,4.5,ENE,0,80
20,10,0.9,SE,0,14
2,1,3.6,ENE,0,89.8
14,2,2.7,SE,0,35.5
9,8,3.6,NNW,0,51.7
13,1,1.8,SSE,0,32.4
8,10,0.4,NE,0,31.2
23,9,2.7,NE,0,61.5
1,11,1.3,ENE,0,7.5
23,10,0.4,E,0,16
22,6,0,---,0,71.6
9,10,2.7,SSE,0,35.1
21,1,2.7,SE,0,106.5
0,10,2.2,NE,0,63.3
1,7,2.7,WSW,0,76.3
17,8,0.9,WSW,0,30.7
2,2,1.3,E,0,72.7
5,10,2.7,ENE,0,42.5
16,10,2.7,SSE,0,61.7
18,8,0.4,WSW,0,0
1,1,0.9,E,0,81.7
12,5,5.4,W,0,103.8
10,6,0,---,0,9.8
10,10,1.3,ENE,0,3.4
5,5,2.2,NW,0,70.4
4,12,4.5,NE,0,105.2
7,1,0.4,NW,0,14.1
4,11,0.4,SSE,0,22.4
18,10,1.3,SW,0,53.8
15,8,0.4,WSW,0,4.9
2,10,2.7,NNE,0,40.4
17,10,0.9,ENE,0,10.6
19,12,0.4,S,0,21.1
20,11,0.4,SSE,0,18.8
17,6,0,W,0,10.2
16,11,1.3,SW,0,5.4
13,11,2.2,SW,0.8,53.9
11,8,2.2,NNW,0,9.8
22,11,0.4,ENE,0,1.2
19,1,0,---,0,-1.2
2,6,0.9,E,0,3.6
5,8,0.4,WSW,0,0
23,5,0,WSW,0,41.3
21,3,0.9,SE,0,40.1
22,5,0.9,ENE,0,-0.4
4,12,3.6,NE,0,84.7
15,12,3.1,WSW,0,34.2
9,6,1.8,E,0,46.2
19,3,0,---,0,22.9
23,5,2.7,NE,0,54.5
20,5,3.6,W,0,64
23,6,0.4,SE,0,53
0,4,0.9,WSW,0,25.4
15,8,2.2,SW,0,85.6
22,2,1.3,SSE,0,29.9
15,6,2.2,N,0,71
21,12,2.7,SSE,0,77.1
10,11,3.6,NW,0,42.2
8,4,0,WNW,0,-0.2
14,11,0,---,0,2.2
21,2,0,---,0,31.5
1,5,4.9,ENE,0,81
11,9,1.8,SW,0,59
16,2,1.3,SSE,0,2
18,3,2.7,SW,0,94.8
8,1,1.8,SSE,0,45.1
5,5,3.6,WSW,0,108.7
20,1,2.7,SSE,0,50.2
19,9,1.8,N,0,46.1
1,4,0.4,ESE,0,51.8
22,4,1.8,NNW,0,24.5
3,3,0,---,0,-0.8
6,1,0.9,SE,0,12.7
15,3,0,---,0,12.4
7,7,0,W,0,70
13,5,1.8,W,0,61
9,12,0.4,NE,0,2.6
17,7,2.2,E,0,76.5
17,6,4,NW,0,69.5
6,11,2.2,NW,0,41.8
20,2,0.9,SW,0,100
15,12,7.2,WNW,0,75.7
3,2,0,SE,0,39.9
4,1,2.7,N,0,87.7
19,4,0.4,E,0,39.5
8,4,0.4,SSE,0,22.3
16,5,0.4,WSW,0,10.4
13,1,1.3,SE,0,4.7
12,2,0,---,0,70.4
23,4,1.3,ENE,0,46.2
17,8,1.8,SW,0,108.8
20,11,1.3,SSE,0,34.7
16,12,0.9,E,0,12.4
16,4,0.9,W,0,0.4
15,3,1.8,WSW,0,4.7
23,3,0.9,NNE,0,10.7
23,8,2.2,WSW,0,108.8
9,2,3.6,NNW,0,24.7
14,12,1.8,SW,0,33.8
2,1,0.9,E,0,93.3
0,10,0,---,0,74.3
23,8,1.8,SW,0,108.8
2,6,0.4,S,0,64.4
9,11,2.2,SSE,0,43
6,4,0.4,SSE,0,46.8
11,2,3.6,SSE,0,81.2
3,12,2.7,E,0,37.6
3,6,0.9,E,0,13
16,11,1.3,SSE,0,29.5
16,6,1.8,WNW,0,31.6
21,4,2.2,E,0,69.9
22,2,0,S,0,12.9
1,2,1.8,E,0,56
7,3,0.4,S,0,76.6
23,6,0.9,NNW,0,5.1
13,3,0,---,0,9.1
19,8,0,NE,0,-0.4
21,12,2.7,SE,0,102.5
8,1,1.3,E,0,17.6
14,8,2.2,SW,0,71.6
2,5,0,SSE,0,10.3
12,12,6.7,WNW,0,90
13,3,1.3,SE,0,9.9
12,12,0.9,WSW,0,-0.4
12,3,0,---,0,3.3
21,5,1.8,ENE,0,31.1
4,4,0.4,S,0,52.1
16,2,2.7,SW,0,109
19,7,4.9,NNW,0,74
7,5,1.8,NNW,0,29.9
0,7,0,---,0,5.6
17,3,1.3,SW,0,51.8
8,3,0,---,0,30.7
7,3,0,E,0,9.7
3,2,3.1,ENE,0,42.3
20,12,2.2,E,0,77.6
7,4,1.3,NNW,0,23.1
12,8,5.4,NW,0,90.7
8,4,2.2,E,0,16.3
9,1,2.2,ENE,0,18.9
7,8,2.7,NNW,0,43.2
7,9,3.6,NNW,0,75.8
19,4,1.8,NE,0,37.5
17,8,2.7,SW,0,108.7
17,1,0.9,NW,0,0.3
10,1,3.6,ENE,0,59
13,10,0.9,NE,0,-0.5
10,8,1.3,SW,0,40.6
5,6,3.1,NE,0,70.2
22,6,0,NE,0,0.9
0,5,2.7,NE,0,70.5
14,3,1.3,WNW,0,-0.5
1,5,4,NW,0,83
20,3,1.3,SW,0,76.2
16,3,1.8,SSE,0,48.8
7,12,5.4,NE,0,99.7
14,1,1.3,WNW,0,3.1
19,12,3.1,SSE,0,94.7
2,12,0.9,E,0,36.4
16,12,1.3,E,0,56.8
11,4,0.9,SE,0,0.9
1,11,2.7,NE,0,34.2
23,7,1.8,NNW,0,30.3
10,8,1.8,SW,0,70.3
22,7,1.3,SW,0,97.1
17,6,0.9,ENE,0,7.8
20,9,2.2,ENE,0,42.4
19,11,2.2,SSE,0,72.8
3,12,0,---,0,31.6
10,11,1.8,SSE,0,68.1
7,1,3.6,ENE,0,46.7
14,12,6.3,WNW,0,86.5
22,8,0,WSW,0,57.6
5,2,2.2,NNE,0,74.6
19,9,1.3,ENE,0,44.8
11,11,0.9,NW,0,2.1
4,1,3.1,NW,0,64.4
9,2,0.4,NNW,0,-0.8
21,8,0,---,0,35